coach_name,coach_id,class_start_time,class_day_of_week,class_date,class_type,muscle_focus_upper,muscle_focus_lower,client_name,client_id,subscription_plan
Jon Flynn,C014,10:45,Friday,2025-09-19,Advanced,Shoulders,Hamstrings,Harper Davis,CL002,4_per_month
Dette Ellis,C013,09:00,Sunday,2025-09-21,Focus,Shoulders,Leg Wrap,Harper Davis,CL002,4_per_month
Devon Knight,C005,11:00,Monday,2025-09-22,Advanced,Arm Wrap,Outer Glutes,Harper Davis,CL002,4_per_month
Kendall Jones,C015,14:45,Wednesday,2025-09-24,Advanced,Back,Center Glutes,Harper Davis,CL002,4_per_month
Devon Knight,C005,06:15,Thursday,2025-09-25,Foundation,Arm Wrap,Outer Glutes,Harper Davis,CL002,4_per_month
Kendall Jones,C015,17:45,Saturday,2025-10-04,Advanced,Shoulders,Outer Glutes,Harper Davis,CL002,4_per_month
Finley Yaroslavsky,C003,20:45,Sunday,2025-10-12,Foundation,Back,Outer Glutes,Harper Davis,CL002,4_per_month
Dette Ellis,C013,07:45,Tuesday,2025-10-14,Foundation,Back,Hamstrings,Harper Davis,CL002,4_per_month
Riley Chen,C009,14:30,Sunday,2025-10-26,Foundation,Triceps,Outer Glutes,Harper Davis,CL002,4_per_month
Finley Yaroslavsky,C003,19:30,Friday,2025-11-14,Focus,Triceps,Center Glutes,Harper Davis,CL002,4_per_month
Devon Knight,C005,06:00,Saturday,2025-11-15,Focus,Shoulders,Outer Glutes,Harper Davis,CL002,4_per_month
Riley Chen,C009,10:00,Thursday,2025-11-20,Foundation,Back,Center Glutes,Harper Davis,CL002,4_per_month
Hayden Klo,C001,09:00,Sunday,2025-11-23,Foundation,Triceps,Outer Glutes,Harper Davis,CL002,4_per_month
Benton Watts,C006,16:45,Tuesday,2025-12-02,Advanced,Back,Hamstrings,Harper Davis,CL002,4_per_month
Riley Chen,C009,16:45,Friday,2025-12-05,Foundation,Triceps,Hamstrings,Harper Davis,CL002,4_per_month
Avery Harve,C002,05:15,Monday,2025-12-15,Focus,Shoulders,Leg Wrap,Harper Davis,CL002,4_per_month
Devon Knight,C005,13:45,Friday,2025-12-19,Foundation,Back,Outer Glutes,Harper Davis,CL002,4_per_month
Alex Blake,C008,10:45,Friday,2025-01-03,Advanced,Triceps,Outer Glutes,Harper Wright,CL003,4_per_month
Phoenix Green,C012,07:30,Saturday,2025-01-04,Advanced,Biceps,Hamstrings,Harper Wright,CL003,4_per_month
Dette Ellis,C013,16:15,Sunday,2025-01-05,Foundation,Biceps,Hamstrings,Harper Wright,CL003,4_per_month
Casey Hugh,C004,20:00,Tuesday,2025-01-07,Foundation,Back,Outer Glutes,Harper Wright,CL003,4_per_month
Alex Blake,C008,09:00,Thursday,2025-01-16,Foundation,Shoulders,Center Glutes,Harper Wright,CL003,4_per_month
Riley Chen,C009,18:45,Thursday,2025-01-30,Advanced,Arm Wrap,Hamstrings,Harper Wright,CL003,4_per_month
Riley Chen,C009,16:15,Monday,2025-02-03,Advanced,Back,Hamstrings,Harper Wright,CL003,4_per_month
Dette Ellis,C013,09:45,Saturday,2025-02-15,Focus,Arm Wrap,Leg Wrap,Harper Wright,CL003,4_per_month
Riley Chen,C009,09:30,Friday,2025-02-21,Foundation,Triceps,Hamstrings,Harper Wright,CL003,4_per_month
Benton Watts,C006,21:30,Saturday,2025-02-22,Advanced,Triceps,Hamstrings,Harper Wright,CL003,4_per_month
Morgan Patel,C010,07:15,Wednesday,2025-03-05,Focus,Back,Hamstrings,Harper Wright,CL003,4_per_month
Finley Yaroslavsky,C003,15:00,Sunday,2025-03-09,Advanced,Arm Wrap,Leg Wrap,Harper Wright,CL003,4_per_month
Hayden Klo,C001,13:15,Monday,2025-03-10,Advanced,Shoulders,Leg Wrap,Harper Wright,CL003,4_per_month
Alex Blake,C008,14:30,Tuesday,2025-03-18,Focus,Shoulders,Outer Glutes,Harper Wright,CL003,4_per_month
Alex Blake,C008,07:00,Friday,2025-03-21,Foundation,Shoulders,Center Glutes,Harper Wright,CL003,4_per_month
Alex Blake,C008,11:30,Monday,2025-03-31,Focus,Triceps,Outer Glutes,Harper Wright,CL003,4_per_month
Riley Chen,C009,08:30,Saturday,2025-04-05,Foundation,Arm Wrap,Outer Glutes,Harper Wright,CL003,4_per_month
Alex Blake,C008,12:15,Saturday,2025-04-12,Foundation,Triceps,Center Glutes,Harper Wright,CL003,4_per_month
Jon Flynn,C014,18:15,Sunday,2025-04-13,Advanced,Biceps,Outer Glutes,Harper Wright,CL003,4_per_month
Kendall Jones,C015,15:15,Friday,2025-04-25,Advanced,Shoulders,Center Glutes,Harper Wright,CL003,4_per_month
Alex Blake,C008,14:45,Monday,2025-04-28,Foundation,Shoulders,Center Glutes,Harper Wright,CL003,4_per_month
Casey Hugh,C004,11:30,Tuesday,2025-04-29,Foundation,Triceps,Center Glutes,Harper Wright,CL003,4_per_month
Alex Blake,C008,14:00,Wednesday,2025-05-21,Advanced,Shoulders,Hamstrings,Harper Wright,CL003,4_per_month
Kendall Jones,C015,13:30,Thursday,2025-05-22,Advanced,Triceps,Leg Wrap,Harper Wright,CL003,4_per_month
Tylor Tquinn,C007,06:15,Tuesday,2025-05-27,Foundation,Triceps,Leg Wrap,Harper Wright,CL003,4_per_month
Tylor Tquinn,C007,21:45,Thursday,2025-05-29,Advanced,Triceps,Leg Wrap,Harper Wright,CL003,4_per_month
Dette Ellis,C013,15:30,Wednesday,2025-06-04,Advanced,Biceps,Center Glutes,Harper Wright,CL003,4_per_month
Riley Chen,C009,06:00,Thursday,2025-06-12,Foundation,Triceps,Center Glutes,Harper Wright,CL003,4_per_month
Riley Chen,C009,19:15,Friday,2025-06-13,Focus,Back,Hamstrings,Harper Wright,CL003,4_per_month
Tylor Tquinn,C007,14:30,Sunday,2025-07-06,Focus,Back,Center Glutes,Harper Wright,CL003,4_per_month
Phoenix Green,C012,14:45,Friday,2025-07-11,Advanced,Triceps,Outer Glutes,Harper Wright,CL003,4_per_month
Sydney Romero,C011,08:45,Sunday,2025-07-20,Focus,Arm Wrap,Center Glutes,Harper Wright,CL003,4_per_month
Devon Knight,C005,12:00,Wednesday,2025-07-30,Focus,Biceps,Center Glutes,Harper Wright,CL003,4_per_month
Hayden Klo,C001,08:15,Friday,2025-08-08,Foundation,Triceps,Center Glutes,Harper Wright,CL003,4_per_month
Finley Yaroslavsky,C003,18:15,Friday,2025-08-22,Focus,Back,Center Glutes,Harper Wright,CL003,4_per_month
Jon Flynn,C014,06:15,Wednesday,2025-08-27,Focus,Back,Outer Glutes,Harper Wright,CL003,4_per_month
Kendall Jones,C015,15:30,Saturday,2025-09-06,Focus,Triceps,Center Glutes,Harper Wright,CL003,4_per_month
Casey Hugh,C004,12:30,Thursday,2025-09-11,Focus,Biceps,Outer Glutes,Harper Wright,CL003,4_per_month
Dette Ellis,C013,14:15,Saturday,2025-09-13,Focus,Shoulders,Outer Glutes,Harper Wright,CL003,4_per_month
Alex Blake,C008,16:30,Monday,2025-09-15,Foundation,Back,Center Glutes,Harper Wright,CL003,4_per_month
Kendall Jones,C015,17:30,Tuesday,2025-09-16,Advanced,Biceps,Outer Glutes,Harper Wright,CL003,4_per_month
Hayden Klo,C001,14:00,Wednesday,2025-09-17,Foundation,Shoulders,Outer Glutes,Harper Wright,CL003,4_per_month
Kendall Jones,C015,13:15,Tuesday,2025-10-07,Foundation,Back,Hamstrings,Harper Wright,CL003,4_per_month
Casey Hugh,C004,06:15,Thursday,2025-10-09,Focus,Arm Wrap,Leg Wrap,Harper Wright,CL003,4_per_month
Tylor Tquinn,C007,15:45,Thursday,2025-10-16,Foundation,Biceps,Leg Wrap,Harper Wright,CL003,4_per_month
Riley Chen,C009,10:45,Saturday,2025-10-18,Focus,Shoulders,Center Glutes,Harper Wright,CL003,4_per_month
Sydney Romero,C011,11:30,Monday,2025-10-27,Foundation,Arm Wrap,Leg Wrap,Harper Wright,CL003,4_per_month
Sydney Romero,C011,12:00,Thursday,2025-10-30,Advanced,Biceps,Center Glutes,Harper Wright,CL003,4_per_month
Kendall Jones,C015,14:00,Sunday,2025-11-02,Foundation,Back,Leg Wrap,Harper Wright,CL003,4_per_month
Kendall Jones,C015,15:30,Thursday,2025-11-06,Focus,Back,Center Glutes,Harper Wright,CL003,4_per_month
Kendall Jones,C015,09:45,Thursday,2025-11-13,Foundation,Arm Wrap,Outer Glutes,Harper Wright,CL003,4_per_month
Finley Yaroslavsky,C003,19:30,Sunday,2025-11-16,Focus,Arm Wrap,Outer Glutes,Harper Wright,CL003,4_per_month
Dette Ellis,C013,14:15,Wednesday,2025-11-26,Foundation,Shoulders,Center Glutes,Harper Wright,CL003,4_per_month
Riley Chen,C009,15:00,Thursday,2025-11-27,Focus,Arm Wrap,Hamstrings,Harper Wright,CL003,4_per_month
Finley Yaroslavsky,C003,20:30,Sunday,2025-11-30,Advanced,Arm Wrap,Outer Glutes,Harper Wright,CL003,4_per_month
Devon Knight,C005,05:30,Monday,2025-12-08,Focus,Biceps,Leg Wrap,Harper Wright,CL003,4_per_month
Sydney Romero,C011,08:45,Tuesday,2025-12-09,Foundation,Shoulders,Outer Glutes,Harper Wright,CL003,4_per_month
Phoenix Green,C012,08:30,Thursday,2025-12-11,Foundation,Biceps,Hamstrings,Harper Wright,CL003,4_per_month
Finley Yaroslavsky,C003,20:15,Monday,2025-12-15,Focus,Back,Outer Glutes,Harper Wright,CL003,4_per_month
Avery Harve,C002,08:00,Friday,2025-01-03,Advanced,Back,Hamstrings,Harper Rivera,CL004,unlimited
Morgan Patel,C010,09:15,Tuesday,2025-01-07,Foundation,Back,Center Glutes,Harper Rivera,CL004,unlimited
Avery Harve,C002,11:45,Wednesday,2025-01-08,Foundation,Back,Center Glutes,Harper Rivera,CL004,unlimited
Dette Ellis,C013,06:45,Sunday,2025-01-12,Foundation,Shoulders,Center Glutes,Harper Rivera,CL004,unlimited
Morgan Patel,C010,06:45,Wednesday,2025-01-15,Focus,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,13:00,Thursday,2025-01-16,Focus,Back,Leg Wrap,Harper Rivera,CL004,unlimited
Hayden Klo,C001,18:30,Friday,2025-01-17,Focus,Back,Leg Wrap,Harper Rivera,CL004,unlimited
Kendall Jones,C015,07:45,Saturday,2025-01-18,Foundation,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Dette Ellis,C013,09:45,Sunday,2025-01-19,Foundation,Shoulders,Center Glutes,Harper Rivera,CL004,unlimited
Jon Flynn,C014,17:45,Monday,2025-01-20,Foundation,Back,Hamstrings,Harper Rivera,CL004,unlimited
Sydney Romero,C011,16:00,Wednesday,2025-01-22,Foundation,Back,Center Glutes,Harper Rivera,CL004,unlimited
Riley Chen,C009,09:15,Thursday,2025-01-23,Advanced,Arm Wrap,Outer Glutes,Harper Rivera,CL004,unlimited
Alex Blake,C008,18:45,Saturday,2025-01-25,Advanced,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Benton Watts,C006,09:30,Sunday,2025-01-26,Foundation,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Dette Ellis,C013,18:00,Tuesday,2025-01-28,Foundation,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Morgan Patel,C010,06:45,Thursday,2025-01-30,Focus,Arm Wrap,Hamstrings,Harper Rivera,CL004,unlimited
Casey Hugh,C004,18:30,Sunday,2025-02-02,Foundation,Back,Hamstrings,Harper Rivera,CL004,unlimited
Sydney Romero,C011,18:45,Monday,2025-02-03,Foundation,Triceps,Center Glutes,Harper Rivera,CL004,unlimited
Dette Ellis,C013,21:30,Tuesday,2025-02-04,Focus,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Devon Knight,C005,17:15,Wednesday,2025-02-05,Advanced,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Jon Flynn,C014,12:30,Friday,2025-02-07,Advanced,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Kendall Jones,C015,06:45,Saturday,2025-02-08,Advanced,Back,Hamstrings,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,12:30,Sunday,2025-02-09,Foundation,Arm Wrap,Center Glutes,Harper Rivera,CL004,unlimited
Jon Flynn,C014,16:00,Monday,2025-02-10,Focus,Biceps,Leg Wrap,Harper Rivera,CL004,unlimited
Devon Knight,C005,17:00,Tuesday,2025-02-11,Advanced,Biceps,Hamstrings,Harper Rivera,CL004,unlimited
Alex Blake,C008,11:30,Thursday,2025-02-13,Foundation,Arm Wrap,Hamstrings,Harper Rivera,CL004,unlimited
Kendall Jones,C015,11:00,Saturday,2025-02-15,Focus,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Phoenix Green,C012,11:45,Sunday,2025-02-16,Advanced,Back,Outer Glutes,Harper Rivera,CL004,unlimited
Dette Ellis,C013,14:45,Monday,2025-02-17,Focus,Triceps,Outer Glutes,Harper Rivera,CL004,unlimited
Devon Knight,C005,16:45,Tuesday,2025-02-18,Focus,Shoulders,Outer Glutes,Harper Rivera,CL004,unlimited
Kendall Jones,C015,11:30,Thursday,2025-02-20,Foundation,Arm Wrap,Hamstrings,Harper Rivera,CL004,unlimited
Phoenix Green,C012,09:00,Friday,2025-02-21,Foundation,Back,Center Glutes,Harper Rivera,CL004,unlimited
Devon Knight,C005,09:15,Tuesday,2025-02-25,Foundation,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Alex Blake,C008,15:30,Friday,2025-02-28,Advanced,Shoulders,Center Glutes,Harper Rivera,CL004,unlimited
Dette Ellis,C013,05:45,Sunday,2025-03-02,Foundation,Biceps,Leg Wrap,Harper Rivera,CL004,unlimited
Phoenix Green,C012,09:00,Monday,2025-03-03,Foundation,Shoulders,Outer Glutes,Harper Rivera,CL004,unlimited
Hayden Klo,C001,20:45,Wednesday,2025-03-05,Foundation,Back,Center Glutes,Harper Rivera,CL004,unlimited
Hayden Klo,C001,05:30,Thursday,2025-03-06,Focus,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Riley Chen,C009,18:15,Wednesday,2025-03-12,Foundation,Arm Wrap,Hamstrings,Harper Rivera,CL004,unlimited
Casey Hugh,C004,11:30,Sunday,2025-03-16,Advanced,Triceps,Center Glutes,Harper Rivera,CL004,unlimited
Avery Harve,C002,16:45,Monday,2025-03-17,Focus,Biceps,Hamstrings,Harper Rivera,CL004,unlimited
Devon Knight,C005,07:00,Tuesday,2025-03-18,Foundation,Shoulders,Center Glutes,Harper Rivera,CL004,unlimited
Riley Chen,C009,20:00,Thursday,2025-03-20,Focus,Biceps,Leg Wrap,Harper Rivera,CL004,unlimited
Alex Blake,C008,18:30,Friday,2025-03-21,Focus,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Casey Hugh,C004,11:45,Monday,2025-03-24,Foundation,Arm Wrap,Outer Glutes,Harper Rivera,CL004,unlimited
Kendall Jones,C015,06:15,Tuesday,2025-03-25,Advanced,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Casey Hugh,C004,09:45,Wednesday,2025-03-26,Advanced,Triceps,Hamstrings,Harper Rivera,CL004,unlimited
Morgan Patel,C010,12:45,Thursday,2025-03-27,Focus,Back,Outer Glutes,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,09:00,Sunday,2025-03-30,Focus,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Avery Harve,C002,18:15,Monday,2025-03-31,Advanced,Triceps,Center Glutes,Harper Rivera,CL004,unlimited
Phoenix Green,C012,07:00,Tuesday,2025-04-01,Foundation,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Phoenix Green,C012,17:30,Thursday,2025-04-03,Foundation,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Devon Knight,C005,19:30,Friday,2025-04-04,Advanced,Arm Wrap,Hamstrings,Harper Rivera,CL004,unlimited
Avery Harve,C002,10:45,Saturday,2025-04-05,Focus,Back,Center Glutes,Harper Rivera,CL004,unlimited
Avery Harve,C002,05:00,Sunday,2025-04-06,Foundation,Arm Wrap,Outer Glutes,Harper Rivera,CL004,unlimited
Jon Flynn,C014,17:00,Tuesday,2025-04-08,Foundation,Shoulders,Leg Wrap,Harper Rivera,CL004,unlimited
Phoenix Green,C012,12:15,Wednesday,2025-04-09,Focus,Biceps,Hamstrings,Harper Rivera,CL004,unlimited
Devon Knight,C005,14:30,Thursday,2025-04-10,Focus,Arm Wrap,Hamstrings,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,13:45,Friday,2025-04-11,Foundation,Arm Wrap,Outer Glutes,Harper Rivera,CL004,unlimited
Devon Knight,C005,12:45,Saturday,2025-04-12,Focus,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Avery Harve,C002,09:30,Sunday,2025-04-13,Foundation,Shoulders,Outer Glutes,Harper Rivera,CL004,unlimited
Jon Flynn,C014,17:30,Monday,2025-04-14,Focus,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Devon Knight,C005,15:15,Tuesday,2025-04-15,Focus,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Benton Watts,C006,14:45,Wednesday,2025-04-16,Advanced,Biceps,Outer Glutes,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,13:45,Thursday,2025-04-17,Foundation,Back,Hamstrings,Harper Rivera,CL004,unlimited
Morgan Patel,C010,10:00,Friday,2025-04-18,Advanced,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Alex Blake,C008,14:00,Sunday,2025-04-20,Advanced,Shoulders,Center Glutes,Harper Rivera,CL004,unlimited
Finley Yaroslavsky,C003,14:15,Monday,2025-04-21,Foundation,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Dette Ellis,C013,17:00,Saturday,2025-04-26,Focus,Back,Center Glutes,Harper Rivera,CL004,unlimited
Sydney Romero,C011,06:45,Friday,2025-05-02,Advanced,Triceps,Center Glutes,Harper Rivera,CL004,unlimited
Avery Harve,C002,05:00,Saturday,2025-05-03,Foundation,Back,Hamstrings,Harper Rivera,CL004,unlimited
Alex Blake,C008,16:45,Sunday,2025-05-04,Focus,Back,Hamstrings,Harper Rivera,CL004,unlimited
Benton Watts,C006,05:45,Tuesday,2025-05-06,Foundation,Shoulders,Leg Wrap,Harper Rivera,CL004,unlimited
Avery Harve,C002,09:30,Thursday,2025-05-08,Foundation,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Riley Chen,C009,20:30,Monday,2025-05-12,Focus,Shoulders,Center Glutes,Harper Rivera,CL004,unlimited
Benton Watts,C006,07:30,Tuesday,2025-05-13,Foundation,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Jon Flynn,C014,15:00,Wednesday,2025-05-14,Focus,Biceps,Hamstrings,Harper Rivera,CL004,unlimited
Riley Chen,C009,10:15,Saturday,2025-05-17,Foundation,Shoulders,Center Glutes,Harper Rivera,CL004,unlimited
Casey Hugh,C004,17:15,Sunday,2025-05-18,Foundation,Shoulders,Center Glutes,Harper Rivera,CL004,unlimited
Hayden Klo,C001,11:45,Tuesday,2025-05-20,Focus,Shoulders,Leg Wrap,Harper Rivera,CL004,unlimited
Phoenix Green,C012,11:15,Friday,2025-05-23,Foundation,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Dette Ellis,C013,10:30,Sunday,2025-05-25,Foundation,Shoulders,Leg Wrap,Harper Rivera,CL004,unlimited
Devon Knight,C005,20:30,Tuesday,2025-05-27,Focus,Back,Center Glutes,Harper Rivera,CL004,unlimited
Morgan Patel,C010,08:30,Wednesday,2025-05-28,Foundation,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Jon Flynn,C014,14:00,Friday,2025-05-30,Focus,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Alex Blake,C008,10:15,Wednesday,2025-06-04,Focus,Biceps,Hamstrings,Harper Rivera,CL004,unlimited
Benton Watts,C006,19:00,Thursday,2025-06-05,Advanced,Arm Wrap,Center Glutes,Harper Rivera,CL004,unlimited
Finley Yaroslavsky,C003,11:45,Friday,2025-06-06,Advanced,Back,Center Glutes,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,20:45,Tuesday,2025-06-10,Focus,Shoulders,Center Glutes,Harper Rivera,CL004,unlimited
Finley Yaroslavsky,C003,07:00,Thursday,2025-06-12,Advanced,Biceps,Outer Glutes,Harper Rivera,CL004,unlimited
Hayden Klo,C001,13:15,Friday,2025-06-13,Focus,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Morgan Patel,C010,20:00,Saturday,2025-06-14,Focus,Triceps,Outer Glutes,Harper Rivera,CL004,unlimited
Riley Chen,C009,06:45,Tuesday,2025-06-17,Focus,Shoulders,Leg Wrap,Harper Rivera,CL004,unlimited
Phoenix Green,C012,12:30,Thursday,2025-06-19,Advanced,Arm Wrap,Center Glutes,Harper Rivera,CL004,unlimited
Devon Knight,C005,16:00,Friday,2025-06-20,Focus,Arm Wrap,Hamstrings,Harper Rivera,CL004,unlimited
Casey Hugh,C004,16:45,Sunday,2025-06-22,Foundation,Biceps,Hamstrings,Harper Rivera,CL004,unlimited
Jon Flynn,C014,11:00,Monday,2025-06-23,Focus,Back,Outer Glutes,Harper Rivera,CL004,unlimited
Morgan Patel,C010,10:30,Wednesday,2025-06-25,Advanced,Triceps,Outer Glutes,Harper Rivera,CL004,unlimited
Morgan Patel,C010,13:00,Thursday,2025-06-26,Foundation,Shoulders,Leg Wrap,Harper Rivera,CL004,unlimited
Devon Knight,C005,09:15,Saturday,2025-06-28,Foundation,Triceps,Hamstrings,Harper Rivera,CL004,unlimited
Alex Blake,C008,15:00,Thursday,2025-07-03,Advanced,Arm Wrap,Center Glutes,Harper Rivera,CL004,unlimited
Sydney Romero,C011,16:00,Saturday,2025-07-05,Advanced,Shoulders,Hamstrings,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,11:45,Sunday,2025-07-06,Foundation,Triceps,Outer Glutes,Harper Rivera,CL004,unlimited
Riley Chen,C009,09:45,Tuesday,2025-07-08,Advanced,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Avery Harve,C002,19:00,Wednesday,2025-07-09,Foundation,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Alex Blake,C008,05:45,Saturday,2025-07-12,Foundation,Biceps,Outer Glutes,Harper Rivera,CL004,unlimited
Finley Yaroslavsky,C003,13:00,Sunday,2025-07-13,Focus,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Benton Watts,C006,10:00,Monday,2025-07-14,Foundation,Triceps,Hamstrings,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,07:00,Tuesday,2025-07-15,Foundation,Shoulders,Leg Wrap,Harper Rivera,CL004,unlimited
Finley Yaroslavsky,C003,12:45,Wednesday,2025-07-16,Foundation,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Jon Flynn,C014,18:15,Saturday,2025-07-19,Focus,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Avery Harve,C002,08:00,Monday,2025-07-21,Foundation,Triceps,Hamstrings,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,09:15,Tuesday,2025-07-22,Foundation,Back,Leg Wrap,Harper Rivera,CL004,unlimited
Morgan Patel,C010,10:45,Wednesday,2025-07-23,Foundation,Biceps,Hamstrings,Harper Rivera,CL004,unlimited
Kendall Jones,C015,18:45,Thursday,2025-07-24,Advanced,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Finley Yaroslavsky,C003,08:45,Friday,2025-07-25,Foundation,Shoulders,Outer Glutes,Harper Rivera,CL004,unlimited
Dette Ellis,C013,09:15,Saturday,2025-07-26,Foundation,Arm Wrap,Hamstrings,Harper Rivera,CL004,unlimited
Riley Chen,C009,14:00,Sunday,2025-07-27,Advanced,Triceps,Hamstrings,Harper Rivera,CL004,unlimited
Riley Chen,C009,21:15,Tuesday,2025-07-29,Focus,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,16:15,Friday,2025-08-01,Advanced,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Morgan Patel,C010,07:00,Sunday,2025-08-03,Foundation,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Dette Ellis,C013,17:30,Monday,2025-08-04,Focus,Back,Center Glutes,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,17:00,Tuesday,2025-08-05,Focus,Back,Hamstrings,Harper Rivera,CL004,unlimited
Devon Knight,C005,07:30,Thursday,2025-08-07,Foundation,Biceps,Hamstrings,Harper Rivera,CL004,unlimited
Riley Chen,C009,15:45,Friday,2025-08-08,Focus,Arm Wrap,Outer Glutes,Harper Rivera,CL004,unlimited
Phoenix Green,C012,18:15,Sunday,2025-08-10,Foundation,Arm Wrap,Center Glutes,Harper Rivera,CL004,unlimited
Avery Harve,C002,19:00,Monday,2025-08-11,Foundation,Biceps,Leg Wrap,Harper Rivera,CL004,unlimited
Hayden Klo,C001,09:00,Tuesday,2025-08-12,Foundation,Triceps,Outer Glutes,Harper Rivera,CL004,unlimited
Finley Yaroslavsky,C003,16:15,Wednesday,2025-08-13,Focus,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Dette Ellis,C013,05:30,Thursday,2025-08-14,Advanced,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Devon Knight,C005,07:45,Saturday,2025-08-16,Focus,Triceps,Leg Wrap,Harper Rivera,CL004,unlimited
Alex Blake,C008,10:30,Sunday,2025-08-17,Foundation,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
Casey Hugh,C004,21:00,Wednesday,2025-08-20,Foundation,Arm Wrap,Hamstrings,Harper Rivera,CL004,unlimited
Hayden Klo,C001,20:30,Thursday,2025-08-21,Foundation,Biceps,Hamstrings,Harper Rivera,CL004,unlimited
Kendall Jones,C015,06:45,Tuesday,2025-08-26,Foundation,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Kendall Jones,C015,15:30,Thursday,2025-08-28,Advanced,Back,Outer Glutes,Harper Rivera,CL004,unlimited
Avery Harve,C002,21:00,Friday,2025-08-29,Foundation,Back,Leg Wrap,Harper Rivera,CL004,unlimited
Tylor Tquinn,C007,07:45,Sunday,2025-08-31,Advanced,Triceps,Outer Glutes,Harper Rivera,CL004,unlimited
Phoenix Green,C012,12:15,Monday,2025-09-01,Foundation,Shoulders,Leg Wrap,Harper Rivera,CL004,unlimited
Casey Hugh,C004,16:00,Sunday,2025-09-07,Advanced,Arm Wrap,Center Glutes,Harper Rivera,CL004,unlimited
Jon Flynn,C014,14:00,Monday,2025-09-08,Foundation,Biceps,Center Glutes,Harper Rivera,CL004,unlimited
Alex Blake,C008,06:15,Wednesday,2025-09-10,Focus,Arm Wrap,Leg Wrap,Harper Rivera,CL004,unlimited
